Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,28,25.352,0.905,5.820,255,230.885
2,16,12.433,0.777,3.791,255,198.147
3,12,6.618,0.551,1.988,255,140.629
4,7,14.233,2.033,4.941,255,518.494
