Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,4,3.504,0.876,1.207,255,223.351
2,11,6.861,0.624,1.602,255,159.053
3,3,3.504,1.168,1.812,255,297.802
4,12,10.851,0.904,3.008,255,230.590
5,3,2.433,0.811,1.111,255,206.807
6,1,6.496,6.496,2.140,255,1656.522
