Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,10,10.754,1.075,2.714,255,274.226
2,8,8.005,1.001,2.470,255,255.148
3,15,21.703,1.447,5.342,255,368.943
4,13,28.393,2.184,5.806,255,556.947
