Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,9,17.104,1.900,4.903,255,484.617
2,12,12.408,1.034,3.072,255,263.679
3,19,26.471,1.393,7.672,255,355.272
4,13,17.031,1.310,7.324,255,334.073
5,14,15.888,1.135,5.570,255,289.382
