 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,11.244,144.905,1629.288,37965
2,H2BRFP:0003-0555-0649,1099.324,782.430,860144.391,20042729
3,H2BRFP:0003-0302-0397,979.290,1882.687,1843695.914,42961040
4,H2BRFP:0003-0229-0464,930.795,2521.905,2347376.939,54697607
5,H2BRFP:0003-0648-0258,901.956,3017.490,2721642.355,63418585
6,H2BRFP:0003-0252-0926,621.374,7800.328,4846921.026,112940950
7,H2BRFP:0003-0303-0801,551.722,9607.898,5300889.470,123519135
8,H2BRFP:0003-0215-0782,606.525,9815.777,5953516.489,138726380
9,Dex488:background,11.244,487.996,5486.965,127855
10,Dex488:0003-0555-0649,1099.324,811.440,892035.953,20785853
11,Dex488:0003-0302-0397,979.290,981.507,961179.185,22397000
12,Dex488:0003-0229-0464,930.795,835.455,777637.176,18120180
13,Dex488:0003-0648-0258,901.956,754.503,680528.038,15857383
14,Dex488:0003-0252-0926,621.374,1342.923,834457.599,19444186
15,Dex488:0003-0303-0801,551.722,1665.493,918889.146,21411575
16,Dex488:0003-0215-0782,606.525,1616.415,980396.374,22844791
