 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,4.935,151.896,749.649,17468.000
2,H2BRFP:0003-0486-0659,688.322,1340.484,922684.724,21500018.000
3,H2BRFP:0003-0377-0553,386.884,3857.777,1492510.257,34777857.000
4,H2BRFP:0003-0406-0453,421.388,1894.397,798275.256,18601080.000
5,H2BRFP:0003-0485-0495,327.918,666.671,218613.182,5094034.000
6,H2BRFP:0003-0510-0427,352.508,611.821,215671.881,5025497.000
7,H2BRFP:0003-0413-0348,404.436,1846.819,746919.869,17404418.000
8,H2BRFP:0003-0307-0432,566.657,2263.999,1282910.410,29893848.000
9,H2BRFP:0003-0115-0187,584.166,3648.164,2131134.196,49658808.000
10,H2BRFP:0003-0447-0097,685.104,1249.785,856231.910,19951562.000
11,H2BRFP:0003-0860-0581,584.166,926.042,540962.391,12605282.000
12,H2BRFP:0003-0628-0866,844.363,2397.079,2024004.838,47162524.000
13,H2BRFP:0003-0410-0900,526.316,3100.383,1631781.375,38023095.000
14,Dex488:background,4.935,606.817,2994.818,69784.000
15,Dex488:0003-0486-0659,688.322,771.542,531069.631,12374765.000
16,Dex488:0003-0377-0553,386.884,1359.164,525838.056,12252861.000
17,Dex488:0003-0406-0453,421.388,1149.963,484580.007,11291483.000
18,Dex488:0003-0485-0495,327.918,1570.195,514894.595,11997861.000
19,Dex488:0003-0510-0427,352.508,1321.632,465886.001,10855883.000
20,Dex488:0003-0413-0348,404.436,983.765,397869.817,9270998.000
21,Dex488:0003-0307-0432,566.657,1028.004,582525.097,13573759.000
22,Dex488:0003-0115-0187,584.166,1167.704,682133.207,15894786.000
23,Dex488:0003-0447-0097,685.104,1233.361,844979.758,19689369.000
24,Dex488:0003-0860-0581,584.166,1102.320,643938.255,15004783.000
25,Dex488:0003-0628-0866,844.363,1108.857,936278.305,21816770.000
26,Dex488:0003-0410-0900,526.316,1161.520,611326.827,14244885.000
