 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,1.309,285.421,373.502,37961.000
2,C1-ActiveImage:0004-0439-0896,163.969,1941.444,318335.807,32354165.000
3,C1-ActiveImage:0004-0272-0550,232.478,2430.177,564963.193,57420221.000
4,C1-ActiveImage:0004-0344-0423,291.080,1469.069,427616.388,43460933.000
