 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,2.470,279.390,689.986,70127
2,C1-ActiveImage:0004-0384-0938,569.044,6010.254,3420100.487,347603044
3,C1-ActiveImage:0004-0479-0562,314.182,1769.093,555817.181,56490663
