 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,2.007,284.206,570.451,57978.000
2,C1-ActiveImage:0004-0641-0153,462.408,2930.344,1355014.699,137717367.000
3,C1-ActiveImage:0004-0723-1089,418.831,2732.354,1144393.767,116310839.000
4,C1-ActiveImage:0004-0459-0937,315.186,1249.490,393821.378,40026166.000
5,C1-ActiveImage:0004-1036-0316,272.878,5874.298,1602964.096,162917786.000
6,C1-ActiveImage:0004-0919-0262,226.752,5516.697,1250921.251,127137795.000
7,C1-ActiveImage:0004-0975-0557,252.284,4156.873,1048713.791,106586373.000
