 ,Label,Area,Mean,IntDen,RawIntDen
1,C2-ActiveImage:background,2.322,308.419,716.158,72787
2,C2-ActiveImage:0004-0538-0545,505.936,390.846,197743.234,20097699
3,C2-ActiveImage:0004-0756-0255,791.693,348.179,275651.142,28015895
4,C2-ActiveImage:0004-0344-0999,405.715,333.367,135252.101,13746392
