 ,Label,Area,Mean,IntDen,RawIntDen
1,C4-ActiveImage:background,14.567,197.095,2870.996,423360
2,C4-ActiveImage:0002-1638-2236,519.608,281.110,146066.892,21539176
3,C4-ActiveImage:0002-1759-2480,737.246,255.771,188566.286,27806181
4,C4-ActiveImage:0002-1768-1983,368.877,255.291,94171.103,13886569
5,C4-ActiveImage:0002-0860-2595,802.503,236.701,189953.012,28010669
6,C4-ActiveImage:0002-0979-2399,798.713,242.932,194032.815,28612281
7,C4-ActiveImage:0002-2253-1430,530.405,253.533,134475.098,19829838
8,C4-ActiveImage:0002-2166-1176,410.163,284.209,116571.935,17189819
9,C4-ActiveImage:0002-2373-1082,429.042,275.275,118104.713,17415844
10,C4-ActiveImage:0002-2300-0874,320.485,250.784,80372.550,11851820
11,C4-ActiveImage:0002-2940-1003,541.730,227.900,123460.277,18205581
12,C4-ActiveImage:0002-3451-1933,366.734,233.380,85588.233,12620930
13,C4-ActiveImage:0002-3452-2224,391.900,239.081,93696.009,13816511
14,C4-ActiveImage:0002-3452-1772,349.170,238.880,83409.848,12299703
15,C4-ActiveImage:0002-3320-2330,358.827,241.982,86829.775,12804009
16,C4-ActiveImage:0002-2712-2477,375.143,272.855,102359.551,15094046
