,ExptDate,Embryo,Stain,Cntl IntDen,Expt IntDen,Expt/Cntl IntDen,Norm Cntl IntDen,Norm Expt IntDen,Embryo ID
0,20200609,Emb2,SMPD3,119779874.49,104337699.27200001,0.8710787159883926,0.3853284228137248,0.33565138777841186,20200609Emb2
1,20200609,Emb3,SMPD3,123586731.702,81225215.395,0.6572324898991202,0.39757497334337566,0.26129918965204313,20200609Emb3
2,20200619,Emb1,SMPD3,119089530.16,80147020.05399999,0.6729980372440827,0.3831076048924345,0.25783066614588995,20200619Emb1
3,20200619,Emb2,SMPD3,396321832.931,312083638.208,0.7874500274183331,1.2749559762036347,1.0039641184187198,20200619Emb2
4,20200619,Emb3,SMPD3,668289930.247,391103921.57199997,0.5852309063334951,2.1498695494614948,1.258170104930133,20200619Emb3
5,20200619,Emb4,SMPD3,241345982.665,146100504.70299998,0.6053571022385511,0.7764031081907424,0.4700011357433521,20200619Emb4
6,20200619,Emb5,SMPD3,507545823.314,324916176.678,0.6401711170756423,1.6327603650945943,1.04524602683944,20200619Emb5
