 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,TFAP2b:Expt,25746.899,7182.229,0,54118,184920125.238,268256254
2,TFAP2b:Cntl,26873.972,7571.727,0,56492,203482379.301,295183776
3,SMPD3:Expt,25746.899,5674.489,0,60807,146100504.703,211942178
4,SMPD3:Cntl,26873.972,8980.659,0,60462,241345982.665,350110996
