 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,TFAP2b:Expt,49861.438,7794.681,0,54039,388653982.464,563804839
2,TFAP2b:Cntl,58614.005,8582.711,0,52754,503067043.730,729779306
3,SMPD3:Expt,49861.438,6516.382,0,60526,324916176.678,471342945
4,SMPD3:Cntl,58614.005,8659.122,0,61841,507545823.314,736276493
