 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,TFAP2b:Expt,24042.847,7615.361,0,34718,183094952.729,265608549
2,TFAP2b:Cntl,24000.108,7062.736,0,40933,169506428.090,245896218
3,SMPD3:Expt,24042.847,3378.353,0,47078,81225215.395,117830182
4,SMPD3:Cntl,24000.108,5149.424,0,56334,123586731.702,179282345
