,Area,Mean,Image,Date,Treatment,Explant,FOV,Channel,ROI,ROI_ID
11,1270.128,1271.513,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity,20221013,SMPD3MO,Explant2,FOV3,Dex488,0003-0852-0332,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity_0003-0852-0332
12,825.824,1500.195,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity,20221013,SMPD3MO,Explant2,FOV3,Dex488,0003-0813-0525,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity_0003-0813-0525
13,895.99,1270.652,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity,20221013,SMPD3MO,Explant2,FOV3,Dex488,0003-0697-0453,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity_0003-0697-0453
14,842.046,1304.285,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity,20221013,SMPD3MO,Explant2,FOV3,Dex488,0003-0669-0747,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity_0003-0669-0747
15,739.907,1262.982,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity,20221013,SMPD3MO,Explant2,FOV3,Dex488,0003-0658-0873,20221013_SMPD3MO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV3_Intensity_0003-0658-0873
9,331.136,1545.551,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant2,FOV2,Dex488,0003-0416-0703,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0416-0703
10,422.246,1229.471,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant2,FOV2,Dex488,0003-0868-0357,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0868-0357
11,642.36,938.948,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant2,FOV2,Dex488,0003-0846-0115,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0846-0115
12,473.444,1140.001,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant2,FOV2,Dex488,0003-0602-0253,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0602-0253
13,1030.359,821.385,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant2,FOV2,Dex488,0003-0679-0232,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0679-0232
14,390.703,985.407,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant2,FOV2,Dex488,0003-0759-0821,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0759-0821
15,623.82,1230.959,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant2,FOV2,Dex488,0003-0603-0725,20221013_ControlMO_Explant2_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0603-0725
8,529.02,1277.608,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant4,FOV1,Dex488,0003-0537-0248,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0537-0248
9,1312.657,979.439,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant4,FOV1,Dex488,0003-0418-0376,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0418-0376
10,657.251,892.233,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant4,FOV1,Dex488,0003-0242-0220,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0242-0220
11,851.487,1096.062,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant4,FOV1,Dex488,0003-0128-0242,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0128-0242
12,609.787,1175.976,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant4,FOV1,Dex488,0003-0512-0580,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0512-0580
13,514.772,1311.827,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant4,FOV1,Dex488,0003-0396-0540,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0396-0540
15,436.58,1238.071,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0192-0884,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0192-0884
16,580.948,1015.936,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0184-0754,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0184-0754
17,397.055,991.697,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0195-0605,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0195-0605
18,572.279,797.31,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0442-0875,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0442-0875
19,666.693,837.997,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0780-0878,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0780-0878
20,285.775,1285.421,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0393-0516,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0393-0516
21,488.25,1249.611,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0341-0458,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0341-0458
22,747.074,1470.57,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0234-0323,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0234-0323
23,504.172,964.455,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0352-0160,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0352-0160
24,498.206,1330.75,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0679-0194,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0679-0194
25,551.808,897.894,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0745-0094,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0745-0094
26,741.709,1120.916,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0802-0486,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0802-0486
27,436.58,1036.298,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant4,FOV5,Dex488,0003-0652-0723,20221013_ControlMO_Explant4_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0652-0723
8,1887.94,1009.715,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,SMPD3MO,Explant1,FOV2,Dex488,0003-0320-0679,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0320-0679
9,1959.008,835.342,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,SMPD3MO,Explant1,FOV2,Dex488,0003-0220-0535,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0220-0535
10,1970.896,966.521,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,SMPD3MO,Explant1,FOV2,Dex488,0003-0598-0846,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0598-0846
11,1508.738,1127.227,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,SMPD3MO,Explant1,FOV2,Dex488,0003-0660-0562,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0660-0562
12,1512.215,668.65,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,SMPD3MO,Explant1,FOV2,Dex488,0003-0671-0202,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0671-0202
13,1045.852,1126.441,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,SMPD3MO,Explant1,FOV2,Dex488,0003-0903-0515,20221013_SMPD3MO_Explant1_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0903-0515
19,699.867,1118.841,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0290-0474,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0290-0474
20,329.205,1462.797,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0370-0734,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0370-0734
21,388.214,1244.007,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0348-0925,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0348-0925
22,428.898,1370.939,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0420-0834,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0420-0834
23,425.465,1267.722,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0487-0649,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0487-0649
24,806.469,1220.35,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0601-0770,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0601-0770
25,479.624,1352.75,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0650-0894,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0650-0894
26,440.7,949.514,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0817-0898,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0817-0898
27,523.87,984.745,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0598-0524,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0598-0524
28,423.018,1245.793,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0459-0480,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0459-0480
29,233.289,1109.116,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0425-0544,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0425-0544
30,497.091,1064.157,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0533-0276,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0533-0276
31,404.736,1111.329,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0691-0239,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0691-0239
32,401.346,1510.154,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0790-0166,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0790-0166
33,443.661,1268.885,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0259-0183,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0259-0183
34,743.726,720.139,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0139-0793,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0139-0793
35,1150.823,799.173,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,ControlMO,Explant5,FOV5,Dex488,0003-0252-0700,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0252-0700
11,478.379,1212.331,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0174-0624,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0174-0624
12,435.764,1333.815,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0408-0654,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0408-0654
13,504.386,1102.321,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0705-0434,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0705-0434
14,392.591,822.525,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0529-0511,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0529-0511
15,411.345,1000.616,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0434-0279,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0434-0279
16,442.76,1081.598,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0198-0394,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0198-0394
17,373.923,1202.456,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0403-0906,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0403-0906
18,680.984,1060.475,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0718-0097,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0718-0097
19,497.863,908.606,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,SMPD3MO,Explant6,FOV1,Dex488,0003-0858-0415,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0858-0415
6,953.154,1516.163,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant3,FOV2,Dex488,0003-0651-0672,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0651-0672
7,688.236,1225.54,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant3,FOV2,Dex488,0003-0432-0631,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0432-0631
8,747.202,1632.977,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant3,FOV2,Dex488,0003-0488-0252,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0488-0252
9,753.983,1205.197,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity,20221013,ControlMO,Explant3,FOV2,Dex488,0003-0688-0371,20221013_ControlMO_Explant3_H2BRFP;TPMT;3kDaDex488_FOV2_Intensity_0003-0688-0371
17,494.644,1097.637,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0146-0191,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0146-0191
18,723.599,979.179,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0144-0682,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0144-0682
19,490.181,1265.259,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0123-0344,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0123-0344
20,473.272,1105.137,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0440-0134,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0440-0134
21,651.157,1091.931,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0380-0504,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0380-0504
22,336.93,1156.241,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0417-0639,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0417-0639
23,467.908,1180.884,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0474-0717,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0474-0717
24,596.955,1255.676,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0818-0834,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0818-0834
25,663.088,777.556,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0660-0525,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0660-0525
26,480.139,1000.792,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0547-0416,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0547-0416
27,459.582,1028.711,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0886-0426,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0886-0426
28,593.608,1235.847,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0893-0298,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0893-0298
29,351.607,1178.854,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0687-0275,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0687-0275
30,521.08,1019.713,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0820-0068,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0820-0068
31,342.08,1431.759,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity,20221013,ControlMO,Explant5,FOV1,Dex488,0003-0675-0080,20221013_ControlMO_Explant5_H2BRFP;TPMT;3kDaDex488_FOV1_Intensity_0003-0675-0080
16,432.503,1237.292,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0003-0548-0086,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0548-0086
17,792.521,892.816,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0003-0588-0135,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0003-0588-0135
18,705.746,816.59,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0328-0170,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0328-0170
19,1069.884,901.605,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0202-0101,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0202-0101
20,854.019,941.607,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0122-0305,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0122-0305
21,860.156,945.694,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0221-0412,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0221-0412
22,455.248,1013.408,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0466-0244,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0466-0244
23,773.467,1065.42,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0888-0345,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0888-0345
24,1313.773,741.349,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0881-0659,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0881-0659
25,968.003,995.141,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0812-0821,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0812-0821
26,518.076,1126.379,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0546-0954,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0546-0954
27,436.408,1672.54,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0288-0750,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0288-0750
28,850.371,1323.528,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity,20221013,SMPD3MO,Explant6,FOV5,Dex488,0002-0330-0586,20221013_SMPD3MO_Explant6_H2BRFP;TPMT;3kDaDex488_FOV5_Intensity_0002-0330-0586
