Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,0,0.000,NaN,0.000,NaN,NaN
2,0,0.000,NaN,0.000,NaN,NaN
3,3,2.914,0.971,0.414,255,247.686
4,0,0.000,NaN,0.000,NaN,NaN
5,1,4.436,4.436,1.266,255,1131.175
6,1,1.093,1.093,0.199,255,278.647
7,0,0.000,NaN,0.000,NaN,NaN
8,1,0.312,0.312,0.070,255,79.613
9,5,6.908,1.382,0.974,255,352.290
