Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,1,4.345,4.345,0.272,255,1107.954
2,3,3.577,1.192,0.613,255,304.079
3,1,0.611,0.611,0.060,255,155.910
4,2,2.420,1.210,0.431,255,308.502
5,0,0.000,NaN,0.000,NaN,NaN
6,12,10.979,0.915,1.820,255,233.312
7,1,1.145,1.145,0.225,255,291.916
8,1,1.522,1.522,0.221,255,388.116
9,4,3.890,0.972,0.637,255,247.963
10,0,0.000,NaN,0.000,NaN,NaN
11,3,3.005,1.002,0.700,255,255.427
12,2,1.535,0.768,0.390,255,195.716
13,0,0.000,NaN,0.000,NaN,NaN
