 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,13.893,81.609,1133.816,87158.000
2,C1-ActiveImage:0003-0580-1719,1255.981,123.328,154896.979,11907147.000
3,C1-ActiveImage:0003-2044-2355,1704.587,215.251,366914.879,28205259.000
4,C1-ActiveImage:0003-2001-1566,1487.914,190.173,282960.856,21751596.000
5,C1-ActiveImage:0003-2304-1156,1195.685,283.925,339484.507,26096648.000
6,C1-ActiveImage:0003-0823-1207,1385.834,695.679,964095.968,74111403.000
7,C1-ActiveImage:0003-0603-1161,1043.756,480.684,501717.439,38567720.000
8,C1-ActiveImage:0003-0444-0964,640.615,599.056,383764.345,29500501.000
9,C1-ActiveImage:0003-0357-0877,619.385,360.057,223013.733,17143377.000
10,C1-ActiveImage:0003-0199-1129,816.585,314.826,257082.153,19762264.000
