Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,1,0.807,0.807,0.068,255,205.668
2,10,5.932,0.593,0.284,255,151.266
3,3,2.654,0.885,0.393,255,225.572
4,1,1.548,1.548,0.116,255,394.750
5,2,3.018,1.509,0.728,255,384.799
6,2,1.873,0.937,0.380,255,238.840
7,2,0.794,0.397,0.155,255,101.175
