Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,5,2.403,0.481,0.435,255,122.529
2,6,4.716,0.786,0.750,255,200.449
3,9,5.189,0.577,0.921,255,147.024
4,10,5.238,0.524,0.394,255,133.577
5,7,6.410,0.916,0.589,255,233.509
6,0,0.000,NaN,0.000,NaN,NaN
7,2,0.945,0.473,0.168,255,120.521
8,9,5.878,0.653,0.676,255,166.553
9,8,10.526,1.316,0.669,255,335.512
10,1,1.447,1.447,0.263,255,369.095
11,3,2.058,0.686,0.489,255,174.922
12,3,1.654,0.551,0.315,255,140.607
13,0,0.000,NaN,0.000,NaN,NaN
