Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,2,2.058,1.029,0.114,255,262.384
2,0,0.000,NaN,0.000,NaN,NaN
3,10,5.701,0.570,0.459,255,145.378
4,11,18.196,1.654,1.766,255,421.822
5,9,8.202,0.911,0.609,255,232.393
6,3,2.974,0.991,0.350,255,252.759
7,3,1.802,0.601,0.152,255,153.162
8,21,15.439,0.735,0.584,255,187.477
9,0,0.000,NaN,0.000,NaN,NaN
10,0,0.000,NaN,0.000,NaN,NaN
11,0,0.000,NaN,0.000,NaN,NaN
12,1,0.837,0.837,0.097,255,213.422
