Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,3,4.126,1.375,0.378,255,350.682
2,3,3.761,1.254,0.801,255,319.715
3,1,1.044,1.044,0.101,255,266.150
4,0,0.000,NaN,0.000,NaN,NaN
5,0,0.000,NaN,0.000,NaN,NaN
6,1,0.670,0.670,0.178,255,170.738
7,0,0.000,NaN,0.000,NaN,NaN
8,3,1.881,0.627,0.669,255,159.857
9,2,0.896,0.448,0.106,255,114.244
10,3,1.172,0.391,0.268,255,99.597
11,1,1.221,1.221,0.222,255,311.345
12,1,0.492,0.492,0.092,255,125.542
