 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,5.620,121.102,680.565,52316
2,C1-ActiveImage:0003-0498-2004,761.284,358.579,272980.810,20984416
3,C1-ActiveImage:0003-0766-1689,728.932,435.746,317629.121,24416594
4,C1-ActiveImage:0003-1705-1816,1014.838,522.952,530711.943,40796568
5,C1-ActiveImage:0003-2187-2383,1393.236,321.625,448099.069,34446001
6,C1-ActiveImage:0003-1705-2438,1658.901,295.406,490049.276,37670772
7,C1-ActiveImage:0003-1434-2341,683.388,233.534,159594.044,12268217
8,C1-ActiveImage:0003-1528-1483,972.924,462.384,449863.939,34581669
9,C1-ActiveImage:0003-1290-1183,708.677,278.606,197442.050,15177646
10,C1-ActiveImage:0003-2043-1857,659.426,714.176,470945.994,36202276
11,C1-ActiveImage:0003-1602-0796,594.643,1805.754,1073777.897,82542806
12,C1-ActiveImage:0003-0439-1387,843.318,777.413,655606.436,50397382
13,C1-ActiveImage:0003-0277-1569,773.500,405.766,313860.008,24126857
