Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,3,2.433,0.811,0.774,255,206.774
2,5,2.407,0.481,0.634,255,122.737
3,6,2.433,0.405,0.345,255,103.387
4,5,3.525,0.705,1.072,255,179.794
