Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,1,0.572,0.572,0.046,255,145.958
2,3,4.319,1.440,0.253,255,367.107
3,5,4.202,0.840,0.282,255,214.293
4,4,4.423,1.106,0.370,255,281.964
5,21,10.134,0.483,0.731,255,123.053
6,7,5.321,0.760,0.510,255,193.821
7,14,13.165,0.940,2.055,255,239.788
8,8,5.217,0.652,0.842,255,166.276
9,6,4.553,0.759,0.558,255,193.505
