Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,10,7.688,0.769,0.419,255,196.048
2,8,6.400,0.800,1.072,255,204.010
3,9,10.056,1.117,0.929,255,284.913
4,2,4.059,2.029,0.513,255,517.488
5,9,11.643,1.294,1.492,255,329.880
6,5,10.186,2.037,2.268,255,519.478
7,9,11.487,1.276,1.641,255,325.457
8,5,7.272,1.454,1.152,255,370.866
9,9,9.861,1.096,1.375,255,279.384
