Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,3,9.896,3.299,0.638,255,841.134
2,0,0.000,NaN,0.000,NaN,NaN
3,2,1.792,0.896,0.149,255,228.487
4,5,5.179,1.036,0.325,255,264.141
5,1,0.266,0.266,0.031,255,67.793
6,9,7.749,0.861,0.652,255,219.560
7,3,2.019,0.673,0.182,255,171.575
8,2,4.726,2.363,0.607,255,602.604
9,6,8.005,1.334,0.698,255,340.220
10,6,4.835,0.806,0.360,255,205.471
