Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,3,1.873,0.624,0.184,255,159.227
2,1,0.416,0.416,0.140,255,106.151
3,7,9.223,1.318,0.965,255,335.988
4,11,14.674,1.334,1.707,255,340.167
5,0,0.000,NaN,0.000,NaN,NaN
6,1,0.689,0.689,0.167,255,175.813
