Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,0,0.000,NaN,0.000,NaN,NaN
2,16,8.690,0.543,0.310,255,138.494
3,13,13.516,1.040,0.637,255,265.123
4,12,10.979,0.915,0.503,255,233.312
5,0,0.000,NaN,0.000,NaN,NaN
6,0,0.000,NaN,0.000,NaN,NaN
7,1,1.158,1.158,0.177,255,295.233
8,2,2.758,1.379,0.512,255,351.626
9,6,5.542,0.924,1.030,255,235.523
10,5,2.732,0.546,0.264,255,139.324
11,7,3.786,0.541,0.286,255,137.902
12,3,1.600,0.533,0.263,255,136.006
13,0,0.000,NaN,0.000,NaN,NaN
