Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,7,12.475,1.782,1.574,255,454.464
2,10,7.710,0.771,0.880,255,196.599
3,6,9.285,1.548,1.264,255,394.622
4,5,4.441,0.888,0.315,255,226.479
5,8,8.616,1.077,0.953,255,274.624
6,1,0.423,0.423,0.041,255,107.966
7,2,1.004,0.502,0.175,255,128.053
8,11,8.645,0.786,1.451,255,200.411
9,10,15.971,1.597,3.538,255,407.260
