Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,4,3.864,0.966,0.201,255,246.304
2,6,6.192,1.032,0.335,255,263.167
3,1,0.442,0.442,0.040,255,112.786
4,4,4.774,1.194,0.546,255,304.356
5,2,1.509,0.755,0.139,255,192.399
