Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,9,14.049,1.561,2.430,255,398.067
2,2,1.327,0.663,0.331,255,169.179
3,3,3.018,1.006,0.651,255,256.532
4,4,3.031,0.758,0.902,255,193.229
5,4,4.865,1.216,1.071,255,310.161
6,4,2.927,0.732,0.784,255,186.594
7,2,0.963,0.481,0.240,255,122.737
8,2,1.054,0.527,0.356,255,134.348
9,4,5.269,1.317,1.398,255,335.869
10,5,2.732,0.546,0.781,255,139.324
11,3,1.457,0.486,0.512,255,123.843
