Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,2,1.106,0.553,0.146,255,140.982
2,3,6.660,2.220,1.154,255,566.140
3,0,0.000,NaN,0.000,NaN,NaN
4,10,6.869,0.687,1.139,255,175.150
