Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,8,6.243,0.780,0.413,255,198.985
2,11,10.083,0.917,1.196,255,233.737
3,0,0.000,NaN,0.000,NaN,NaN
4,8,7.119,0.890,0.916,255,226.918
5,10,8.153,0.815,0.628,255,207.898
6,4,4.096,1.024,0.626,255,261.128
