Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,8,3.825,0.478,0.364,255,121.908
2,7,4.943,0.706,0.278,255,180.078
3,4,8.768,2.192,0.524,255,558.953
4,24,37.153,1.548,0.952,255,394.750
5,13,11.747,0.904,1.245,255,230.420
6,1,4.189,4.189,0.371,255,1068.148
7,2,0.898,0.449,0.092,255,114.444
8,8,5.217,0.652,0.402,255,166.276
9,14,11.656,0.833,0.752,255,212.303
