Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,18,17.302,0.961,0.926,255,245.106
2,3,2.003,0.668,0.367,255,170.284
3,2,5.008,2.504,1.260,255,638.567
4,10,6.791,0.679,0.395,255,173.159
5,7,4.800,0.686,0.685,255,174.865
6,23,19.110,0.831,1.302,255,211.870
