Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,7,5.203,0.743,0.731,255,189.556
2,4,3.773,0.943,0.500,255,240.499
3,2,4.371,2.185,0.918,255,557.294
4,0,0.000,NaN,0.000,NaN,NaN
5,0,0.000,NaN,0.000,NaN,NaN
6,1,1.691,1.691,0.313,255,431.240
7,0,0.000,NaN,0.000,NaN,NaN
8,5,4.293,0.859,0.903,255,218.937
9,2,3.903,1.951,0.599,255,497.584
10,3,1.626,0.542,0.295,255,138.218
