Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,4,4.687,1.172,0.460,255,298.791
2,0,0.000,NaN,0.000,NaN,NaN
3,5,4.588,0.918,0.726,255,234.011
4,1,0.561,0.561,0.061,255,143.118
5,8,11.087,1.386,1.225,255,353.402
6,3,4.864,1.621,0.598,255,413.453
7,7,5.534,0.791,0.480,255,201.585
8,0,0.000,NaN,0.000,NaN,NaN
9,0,0.000,NaN,0.000,NaN,NaN
10,9,9.069,1.008,1.182,255,256.943
11,3,6.833,2.278,0.537,255,580.843
