Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,1,1.236,1.236,0.056,255,315.137
2,0,0.000,NaN,0.000,NaN,NaN
3,2,2.576,1.288,0.412,255,328.406
4,8,6.765,0.846,0.397,255,215.620
