Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,12,13.724,1.144,0.497,255,291.640
2,1,3.252,3.252,0.357,255,829.307
3,1,1.275,1.275,0.069,255,325.088
4,2,1.847,0.924,0.229,255,235.523
5,3,2.264,0.755,0.270,255,192.399
6,6,6.621,1.104,0.648,255,281.412
7,0,0.000,NaN,0.000,NaN,NaN
8,1,1.093,1.093,0.195,255,278.647
