Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,11,13.776,1.252,1.110,255,319.359
2,9,10.303,1.145,0.693,255,291.916
3,14,10.537,0.753,0.932,255,191.925
4,6,5.529,0.921,0.396,255,234.970
5,16,15.949,0.997,1.486,255,254.183
