Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,1,0.443,0.443,0.030,255,112.988
2,1,0.689,0.689,0.066,255,175.759
3,2,5.662,2.831,0.809,255,721.869
4,3,1.644,0.548,0.114,255,139.771
5,3,2.865,0.955,0.332,255,243.552
6,2,0.896,0.448,0.098,255,114.244
