Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,3,1.319,0.440,0.197,255,112.151
2,2,1.408,0.704,0.169,255,179.526
3,2,2.501,1.251,0.349,255,318.878
4,5,2.531,0.506,0.411,255,129.058
5,0,0.000,NaN,0.000,NaN,NaN
