Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,4,5.490,1.372,0.721,255,349.968
2,4,6.309,1.577,0.866,255,402.214
3,8,5.854,0.732,0.577,255,186.594
4,3,1.977,0.659,0.142,255,168.073
5,1,2.589,2.589,0.156,255,660.128
6,0,0.000,NaN,0.000,NaN,NaN
7,12,11.227,0.936,1.154,255,238.564
8,3,2.836,0.945,0.400,255,241.052
9,6,10.147,1.691,1.539,255,431.240
10,6,8.117,1.353,1.365,255,344.992
11,5,5.164,1.033,0.612,255,263.388
12,0,0.000,NaN,0.000,NaN,NaN
