 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,7.688,116.780,897.824,69017.000
2,C1-ActiveImage:0003-0954-1917,711.955,550.249,391752.661,30114574.000
3,C1-ActiveImage:0003-1311-1759,754.026,413.619,311879.128,23974584.000
4,C1-ActiveImage:0003-1174-1659,475.886,348.421,165808.528,12745933.000
5,C1-ActiveImage:0003-1182-1392,501.955,207.350,104080.613,8000822.000
6,C1-ActiveImage:0003-1164-0672,635.893,160.254,101904.615,7833550.000
7,C1-ActiveImage:0003-1476-0534,541.060,265.571,143689.494,11045612.000
8,C1-ActiveImage:0001-1576-0700,464.139,274.901,127592.323,9808200.000
9,C1-ActiveImage:0001-1794-0922,475.183,320.952,152511.228,11723751.000
10,C1-ActiveImage:0001-2287-1020,651.894,277.794,181092.548,13920837.000
11,C1-ActiveImage:0001-1747-0391,550.699,308.450,169862.923,13057600.000
