 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,18.705,8.617,161.183,3128.000
2,H2BRFP:background,24.889,8.625,214.670,4166.000
3,H2BRFP:background,15.665,8.668,135.779,2635.000
4,H2BRFP:Cntl,5885.282,93.375,549540.863,10664691.000
5,H2BRFP:Expt,3820.618,66.397,253677.112,4922997.000
6,TCFLefH2Bd2EGFP:background,18.705,7.455,139.437,2706.000
7,TCFLefH2Bd2EGFP:background,24.889,7.511,186.947,3628.000
8,TCFLefH2Bd2EGFP:background,15.665,7.855,123.051,2388.000
9,TCFLefH2Bd2EGFP:Cntl,5885.282,252.493,1485992.271,28837980.000
10,TCFLefH2Bd2EGFP:Expt,3820.618,212.333,811243.771,15743441.000
