Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,7,4.076,0.582,0.759,255,148.470
2,8,7.500,0.938,0.818,255,239.072
3,0,0.000,NaN,0.000,NaN,NaN
4,1,0.414,0.414,0.096,255,105.485
5,8,4.483,0.560,0.640,255,142.881
