Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,2,1.044,0.522,0.138,255,133.154
2,1,0.454,0.454,0.035,255,115.861
3,0,0.000,NaN,0.000,NaN,NaN
4,1,2.265,2.265,0.242,255,577.576
5,0,0.000,NaN,0.000,NaN,NaN
6,1,0.285,0.285,0.039,255,72.629
7,1,0.339,0.339,0.060,255,86.464
8,0,0.000,NaN,0.000,NaN,NaN
9,0,0.000,NaN,0.000,NaN,NaN
10,0,0.000,NaN,0.000,NaN,NaN
11,0,0.000,NaN,0.000,NaN,NaN
12,0,0.000,NaN,0.000,NaN,NaN
13,0,0.000,NaN,0.000,NaN,NaN
14,0,0.000,NaN,0.000,NaN,NaN
15,0,0.000,NaN,0.000,NaN,NaN
16,0,0.000,NaN,0.000,NaN,NaN
17,0,0.000,NaN,0.000,NaN,NaN
18,0,0.000,NaN,0.000,NaN,NaN
19,0,0.000,NaN,0.000,NaN,NaN
20,0,0.000,NaN,0.000,NaN,NaN
21,0,0.000,NaN,0.000,NaN,NaN
