 ,Label,Area,Mean,IntDen,RawIntDen
1,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,14.377,7.391,106.253,2062
2,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,19.942,7.253,144.642,2807
3,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,49.313,7.270,358.487,6957
4,TCF/Lef:Expt:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,2207.502,268.004,591619.856,11481299
5,TCF/Lef:Cntl:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,1821.344,420.841,766496.915,14875059
