 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,46.376,8.728,404.760,7855
2,H2BRFP:background,26.898,8.550,229.974,4463
3,H2BRFP:background,39.574,8.764,346.842,6731
4,H2BRFP:Cntl,5310.836,123.272,654676.254,12705006
5,H2BRFP:Expt,5941.088,83.011,493176.793,9570859
6,Snai2:background,46.376,29.440,1365.312,26496
7,Snai2:background,26.898,30.762,827.453,16058
8,Snai2:background,39.574,29.908,1183.570,22969
9,Snai2:Cntl,5310.836,178.998,950627.964,18448407
10,Snai2:Expt,5941.088,192.354,1142791.251,22177633
