 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,34.627,8.496,294.179,5709.000
2,H2BRFP:background,24.425,8.319,203.179,3943.000
3,H2BRFP:background,22.415,8.777,196.738,3818.000
4,H2BRFP:Cntl,2443.196,98.505,240666.710,4670510.000
5,H2BRFP:Expt,2164.888,87.181,188737.587,3662745.000
6,Snai2:background,34.627,27.246,943.444,18309.000
7,Snai2:background,24.425,26.966,658.644,12782.000
8,Snai2:background,22.415,26.968,604.487,11731.000
9,Snai2:Cntl,2443.196,207.859,507840.349,9855428.000
10,Snai2:Expt,2164.888,202.759,438950.920,8518522.000
