 ,Label,Area,Mean,IntDen,RawIntDen
1,C4-ActiveImage:background,21.056,182.060,3833.535,565297
2,C4-ActiveImage:0004-1356-2793,490.197,209.029,102465.606,15109685
3,C4-ActiveImage:0004-2679-1776,402.717,232.387,93586.251,13800326
4,C4-ActiveImage:0004-2916-1638,476.017,235.832,112260.078,16553988
5,C4-ActiveImage:0004-2867-0246,705.441,240.490,169651.616,25017004
6,C4-ActiveImage:0004-2511-0457,584.310,245.587,143498.844,21160489
7,C4-ActiveImage:0004-0315-2105,664.487,221.589,147242.816,21712579
8,C4-ActiveImage:0004-0184-2359,389.289,206.472,80377.223,11852509
9,C4-ActiveImage:0004-0412-1808,358.162,236.007,84528.984,12464732
10,C4-ActiveImage:0004-0583-2345,409.369,228.692,93619.487,13805227
11,C4-ActiveImage:0004-0913-2441,429.144,235.887,101229.368,14927388
