 ,Label,Area,Mean,IntDen,RawIntDen
1,C4-ActiveImage:background,20.304,247.040,5015.820,739638.000
2,C4-ActiveImage:0004-2733-0727,594.584,391.674,232883.049,34341177.000
3,C4-ActiveImage:0004-2538-0837,320.478,608.821,195113.704,28771670.000
4,C4-ActiveImage:0004-2413-0917,276.683,507.494,140415.148,20705764.000
5,C4-ActiveImage:0004-1942-0475,429.496,606.809,260622.532,38431670.000
6,C4-ActiveImage:0004-2096-1293,385.431,455.917,175724.352,25912496.000
7,C4-ActiveImage:0004-2286-1615,712.080,518.068,368905.770,54399229.000
8,C4-ActiveImage:0004-2906-2346,590.461,543.789,321086.183,47347703.000
9,C4-ActiveImage:0004-3080-2857,474.146,462.115,219109.547,32310122.000
10,C4-ActiveImage:0004-0855-2188,553.651,802.753,444445.477,65538393.000
11,C4-ActiveImage:0002-0675-2006,544.625,690.947,376306.884,55490605.000
12,C4-ActiveImage:0002-0490-1869,310.421,610.575,189535.397,27949087.000
13,C4-ActiveImage:0002-1025-2418,442.008,563.956,249273.243,36758092.000
14,C4-ActiveImage:0002-0828-2532,390.164,483.270,188554.609,27804459.000
15,C4-ActiveImage:0002-1516-3183,334.841,868.101,290675.894,42863370.000
16,C4-ActiveImage:0002-1508-3376,384.230,624.942,240121.510,35408568.000
17,C4-ActiveImage:0002-1858-2276,404.195,781.018,315683.461,46551012.000
