 ,Label,Area,Mean,IntDen,RawIntDen
1,C4-ActiveImage:background,3.520,221.942,781.142,115188.000
2,C4-ActiveImage:0004-1759-1945,349.719,627.257,219363.967,32347639.000
3,C4-ActiveImage:0004-1927-2006,665.674,627.381,417631.066,61584312.000
4,C4-ActiveImage:0004-2005-2300,418.056,490.155,204912.285,30216579.000
5,C4-ActiveImage:0004-2237-2363,567.865,597.810,339475.623,50059429.000
6,C4-ActiveImage:0004-2882-2377,418.144,642.102,268491.404,39592022.000
7,C4-ActiveImage:0004-3420-2225,289.887,558.248,161828.655,23863422.000
8,C4-ActiveImage:0004-2890-1689,391.425,450.898,176492.955,26025835.000
9,C4-ActiveImage:0004-2719-1835,466.564,288.653,134675.049,19859323.000
10,C4-ActiveImage:0004-2741-2097,331.674,697.320,231282.871,34105213.000
11,C4-ActiveImage:0004-2103-1624,498.064,509.387,253707.255,37411936.000
12,C4-ActiveImage:0004-2517-1598,417.046,649.584,270906.157,39948104.000
13,C4-ActiveImage:0004-1860-1100,545.758,427.599,233365.272,34412286.000
14,C4-ActiveImage:0004-1761-1304,323.441,627.733,203034.705,29939709.000
15,C4-ActiveImage:0004-1236-0787,546.592,457.854,250259.157,36903476.000
16,C4-ActiveImage:0004-1342-1387,412.875,445.298,183852.635,27111101.000
17,C4-ActiveImage:0004-0773-2415,640.963,523.117,335298.242,49443428.000
18,C4-ActiveImage:0004-1067-2737,406.304,426.488,173283.816,25552612.000
19,C4-ActiveImage:0004-1114-2556,395.833,660.320,261376.779,38542892.000
20,C4-ActiveImage:0004-1262-2344,245.841,658.883,161980.580,23885825.000
21,C4-ActiveImage:0004-1456-2848,545.697,594.144,324222.157,47810137.000
22,C4-ActiveImage:0004-1962-3168,355.857,557.345,198335.009,29246687.000
23,C4-ActiveImage:0004-1514-3175,350.947,436.279,153110.603,22577849.000
