 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/4 - 20210824_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;BREH2Bd2EGFP,41205.886,4634.647,190974749.970,231635038.000
2,A:ExptArea:c:2/4 - 20210824_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;BREH2Bd2EGFP,35006.741,4830.139,169087427.966,205087703.000
