 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/4 - 20210830_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;TCFLefH2Bd2E,39955.999,4480.631,179028091.823,217144826
2,A:ExptArea:c:2/4 - 20210830_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;TCFLefH2Bd2E,48370.478,3545.053,171475929.855,207984739
