 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/4 - 20210830_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;BREH2Bd2EGFP,70544.438,3834.187,270480594.407,328068411
2,A:ExptArea:c:2/4 - 20210830_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;BREH2Bd2EGFP,51947.828,4220.125,219226347.035,265901661
