 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:2/4 - 20210824_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;TCFLefH2Bd2E,60969.113,3447.454,210188225.567,254939240
2,A:ExptArea:c:2/4 - 20210824_SMPD3FLAG_3ugul_BF;Pax7;H2BRFP;TCFLefH2Bd2E,37486.729,3965.724,148662023.267,180313541
