,Embryo,ExptDate,Cntl CTCF,Expt CTCF,Expt/Cntl CTCF,Norm Cntl CTCF,Norm Expt CTCF,EmbID
0,Emb1,20190322,815568.1470455555,725942.6031161112,0.8964060934841104,0.7701866585584997,0.6855482399903319,20190322Emb1
1,Emb2,20190322,861211.8771663333,604320.9486472221,0.7034401755323878,0.8132905881482169,0.5706941030269398,20190322Emb2
2,Emb3,20190322,1639952.4598700001,1132538.5300343335,0.6847456375548792,1.548698916010406,1.069519535915833,20190322Emb3
3,Emb3,20190930,777454.7267933333,813812.3947213333,1.0593078121858972,0.7341940221410118,0.7685286033478497,20190930Emb3
4,Emb5,20190322,1173539.2823636667,524948.40672,0.44965100350748655,1.1082388416529534,0.49573816823513267,20190322Emb5
5,Emb5,20190930,771513.6538114445,713233.899387,0.9267429537566555,0.7285835343298473,0.6735466995976719,20190930Emb5
6,Emb6,20190322,1183358.1601093332,894987.6159497779,0.7828969692974471,1.1175113575906153,0.8451869091217638,20190322Emb6
7,Emb8,20190322,1248783.4077299999,1078048.5326816665,0.8824651533102865,1.17929608156845,1.0180615809454951,20190322Emb8
