 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,75523.376,659.676,227,1987,49820957.931,60428300
2,A:ExptArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,49106.725,797.698,250,1750,39172358.991,47512516
