 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,93204.831,610.153,219,1518,56869181.120,68977155
2,A:ExptArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,47151.096,813.023,257,1594,38334902.263,46496757
