 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,72187.594,780.553,221,1883,56346208.764,68342837
2,A:ExptArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,41951.202,896.503,280,1695,37609361.576,45616742
