 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/5 - 20200120_NC11m3Dyn1K44A_Pax7;mRFP;Laminin;DAPI;BF_Em,86525.023,687.408,206,2150,59478032.555,72141455
2,A:ExptArea:c:1/5 - 20200120_NC11m3Dyn1K44A_Pax7;mRFP;Laminin;DAPI;BF_Em,61165.335,887.552,213,2081,54287396.013,65845684
